"city","state","lat","lng"
"Anaheim(NEof)","CA","33.84597","-117.90526"
"Gray","TN","36.416376","-82.475188"
"Brightwood","OR","45.3764","-122.015602"
"EastGrandForks","MN","47.928605","-97.022298"
"LivelyGrove","IL","38.262745","-89.648153"
"Blaine","TN","36.155737","-83.703273"
"Columbia","TN","35.616214","-87.048754"
"Symsonia","KY","36.917573","-88.520435"
"Guilford","ME","45.168792","-69.385811"
"NewtonFalls","OH","41.186397","-80.970516"
"LakeVermilion(neartower)","MN","47.87401","-92.19997"
"Bradford","PA","41.964438","-78.626271"
"Willisburg","KY","37.807531","-85.12379"
"WestBangor","PA","40.8792","-75.239197"
"Godfrey","IL","38.958673","-90.215087"
"Orlando","","28.538331","-81.378879"
"Cliffdell","WA","46.917688","-121.042398"
"Milliken","CO","40.330155","-104.855664"
"Winston-Salem/Lexington","NC","36.096261","-80.243735"
"Commerce","MI","42.590972","-83.490865"
"Westport","WI","43.205002","-90.641098"
"Sterling","CO","40.626198","-103.206659"
"Ricetown","KY","37.389999","-83.622803"
"PeaRidge","AR","36.450581","-94.11525"
"Cairo","IL","37.003276","-89.173203"
"Reading","OH","39.222627","-84.441114"
"Curwensville","PA","40.975304","-78.525351"
"ChaddsFord","PA","39.872045","-75.591435"
"Ellsworth","KS","38.732036","-98.228328"
"Duncan(Canada)","BC","48.778717","-123.698759"
"BassLake","CA","37.324105","-119.564325"
"NewYorkCity(Yonkers)","NY","41.839199","-73.925598"
"Rochester","IL","39.751811","-89.554689"
"Lakside","MT","45.798327","-108.434528"
"WylieandRowlett","TX","31.9781","-100.120003"
"EauGallie","FL","28.128901","-80.6306"
"Baldwinville","MA","42.608488","-72.075046"
"Lebanon","MO","37.675429","-92.664006"
"Enterprise","WA","48.732498","-119.594398"
"Pinellas","FL","27.963991","-82.799957"
"WestMobile","AL","30.688943","-88.044822"
"LaJunta","CO","37.977093","-103.544031"
"CutlerBay","FL","25.579085","-80.367824"
"LaPlata","MD","38.529215","-76.97465"
"Lakveville","MN","44.64366","-93.22218"
"Burbank","OH","40.987131","-81.994851"
"Sutherlin","CA","39.908714","-121.528778"
"Unity","PA","40.492199","-79.779701"
"Greene","NY","42.331237","-75.770617"
"Robbinsville","NJ","40.218328","-74.627973"
"Dothan(generalarea)","AL","43.15175","-80.21256"
"ElkCity","OK","35.411734","-99.404925"
"Jasper","GA","34.468096","-84.429825"
"LucerneValley","CA","34.443907","-116.945913"
"Frenchtown(Monroe)","MI","41.917175","-83.401207"
"Linden","VA","38.908901","-78.075798"
"BeaverFalls","PA","40.755968","-80.319427"
"SanIsidro(CostaRica)","","10.016768","-84.055066"
"Laurel","DE","38.556864","-75.572267"
"Ft.MyersBeach","FL","26.452409","-81.953765"
"DunesCity","OR","43.908052","-124.093185"
"Crestone","CO","37.995284","-105.69902"
"Flowermound","TX","33.034065","-97.079639"
"Whitesandsmissilerange","NM","43.910081","-83.362612"
"Forest","MS","32.364101","-89.474486"
"Circleville","NY","41.514198","-74.383904"
"Gonzales","ID","44.389073","-114.659366"
"Belmont","MA","42.3962","-71.178403"
"Willows","CA","39.520518","-122.198176"
"Clermont","GA","34.479812","-83.773169"
"Mt.Pleasant","TX","33.156684","-94.968574"
"PortageLaPrairie(N.of)(Canada)","MB","49.882856","-97.305602"
"Tridelphia","WV","40.051707","-80.633005"
"Walkertown(JohnsRoad)","NC","34.5311","-77.964556"
"Utica","MS","32.09972","-90.61906"
"Ozena","CA","35.098158","-120.605656"
"Ashby","MA","42.677578","-71.820564"
"Bridgeport","WV","39.283839","-80.253709"
"Peru","IL","41.327626","-89.129148"
"Wyckoff","NJ","41.014385","-74.166195"
"Ticonderoga","NY","43.850674","-73.430797"
"Wellsville","NY","42.120693","-77.946058"
"Franklyn","MI","42.515033","-83.305603"
"Aloharetta","GA","34.03993","-84.22618"
"Lakewood","NJ","40.08991","-74.216273"
"WillowStreet","PA","39.97864","-76.276224"
"Yountville","CA","38.401157","-122.360195"
"CraneHill","AL","34.09391","-87.062707"
"OchlockneeBay","FL","30.4722","-84.406898"
"NorthBaltimore","OH","41.181046","-83.678333"
"Dexter","KS","37.181256","-96.71548"
"Aberdeen","SD","45.465163","-98.488057"
"Thorndike","ME","44.578307","-69.277433"
"Helena","AR","34.529166","-90.591242"
"Dettighofen(Germany)","","47.62406","8.485139"
"Lery(Canada)","QC","45.34498","-73.8051"
"Falun","","60.606996","15.632306"
"Munfordville/Glendale(between)","KY","44.576257","-116.038637"
"Trevose","PA","40.146704","-74.983707"
"PrinceAlbert","SK","53.199465","-105.762304"
"CedarSprings","MI","43.219982","-85.549926"
"Carver","MN","44.760404","-93.627383"
"OceanView","HI","19.130199","-155.839203"
"Wyoming","MN","45.33291","-92.99358"
"Carriere","MS","30.616699","-89.652496"
"PortMatilda","PA","40.799027","-78.053279"
"Crestwood","IL","41.641264","-87.737934"
"Lynchburg","OH","39.245228","-83.792376"
"Whitinsville","MA","42.110246","-71.668584"
"Bolton","","53.577694","-2.428887"
"Wooster","OH","40.79818","-81.939946"
"Hayfield","MN","43.892361","-92.846741"
"EastFultonham","OH","39.850038","-82.123375"
"Decatur","TN","35.512589","-84.790539"
"Cortland","NY","42.601213","-76.180483"
"WestHarwich","MA","41.689355","-70.119991"
"Callaway","FL","30.131064","-85.591093"
"Mortongrove","IL","42.040913","-87.776432"
"Moss","TN","36.589502","-85.617106"
"MountMorris","IL","42.048661","-89.431943"
"Jonesboro","IL","37.450553","-89.268324"
"Cranberrytwp(7Fields)","PA","42.23554","-83.483043"
"Adamsville","TN","35.235864","-88.390898"
"Marseilles","IL","41.330495","-88.708297"
"Beloit","WY","42.999627","-107.55145"
"Neoga/Mattoon(between;onI-57)","IL","45.014477","-78.613676"
"Shunk","PA","41.545484","-76.742518"
"MountMorris","MI","43.119258","-83.694419"
"Topeka","IN","41.539359","-85.54056"
"BaileysHarbor","WI","45.065589","-87.123574"
"Multan(Pakistan)","","30.197721","71.473628"
"NewHaven/FairHaven/EastHaven","CT","43.194721","-89.243128"
"BayofCampeche(Mexico)","","43.52154","-76.26447"
"MineralRidge","OH","41.13859","-80.76888"
"Chester","SC","34.705348","-81.213691"
"TroutCreek","MT","47.830618","-115.588312"
"Halifax","VA","36.766128","-78.928677"
"Coates","MN","44.717218","-93.034766"
"LittleCurrent(Canada)","ON","45.966599","-81.933296"
"Ghanzi(Botswana)","","-21.698968","21.645241"
"Toone","TN","35.35007","-88.952528"
"Raleigh","NY","42.9203","-76.6586"
"Perkinstown(southof)","WI","41.03968","-101.8999"
"Westfield","WI","43.883481","-89.49337"
"SpanishFork","UT","40.115007","-111.654713"
"Chatham","VA","36.822469","-79.397003"
"Ancaster(Canada)","ON","43.20865","-79.96924"
"Savoy","IL","40.069035","-88.253433"
"RockvilleCentre","NY","40.662249","-73.640293"
"Iola","IL","38.834398","-88.628265"
"Butler","NJ","40.991193","-74.345356"
"Swansea","IL","38.52937","-89.984092"
"BlowingRock","NC","36.132693","-81.671526"
"Durham","CT","41.485881","-72.681864"
"StarCity","AR","33.942541","-91.8436"
"Cazenovia","NY","42.929884","-75.850926"
"Talihina","OK","34.75082","-95.047027"
"Bornheim(Germany)","","50.762847","6.989135"
"UmpquaNat.Forest(IdleyldPark)","OR","43.14424","-122.16602"
"Dalton","NH","44.415521","-71.694318"
"Whitemarsh","MD","39.370196","-76.442474"
"Almaty(Kazakhstan)","","43.236231","76.94576"
"UttarPradesh(India)","","27.130334","80.859666"
"LaderaRanch","CA","33.550315","-117.637425"
"NJParkway(south)(Exit109)","NJ","38.95089","-74.908545"
"TarawaTerrace","NC","34.734402","-77.3806"
"Fereydunkenar(Iran)","","36.68297","52.520689"
"Middlesbrough","CoulbyNewham(UK/England)","54.52873","-1.22125"
"Aztec","NM","36.830524","-108.009513"
"Quincy","WA","47.23348","-119.853338"
"Selma","NC","35.535473","-78.28507"
"GreenCoveSpring","FL","29.988416","-81.682008"
"FloridaCity","FL","25.450522","-80.485328"
"Reading","","40.336919","-75.921965"
"BamberLakes","NJ","39.898815","-74.318878"
"LakeWales/WinterHaven","FL","27.92361","-81.70968"
"Nashville(Columbia)","TN","35.67335","-87.00128"
"NorthPole","AK","64.750334","-147.354181"
"Granville","OH","40.066734","-82.520263"
"Essex","CT","41.353832","-72.396436"
"CampoGrande(Brazil)","","-20.47053","-54.624352"
"ReddintonBeach","FL","29.585433","-98.568462"
"EastGrandRapids","MI","42.94435","-85.605475"
"Brewer","ME","44.794712","-68.766164"
"VashonIsland","WA","47.44739","-122.460493"
"Middletown","IN","40.062436","-85.542124"
"OrangeCounty(insouthernpart)","CA","39.59856","-85.28056"
"WestMilford","NJ","41.130711","-74.368456"
"FortDetrick","MD","39.43538","-77.428597"
"Murpheesboro","TN","35.84299","-86.34325"
"Hartford","WI","43.333437","-88.423425"
"CapeCarteret(EmeraldIsle)","NC","34.691467","-77.062637"
"Lennox","CA","33.938189","-118.358058"
"Phoenix(northwestpart)","AZ","40.568038","-81.500958"
"TreasureCay(Bahamas)","","26.677488","-77.289529"
"PlayVista/MarinadelRey","CA","33.23023","-117.2461"
"Savannah/Jacksonville","GA","31.812789","-82.978954"
"HiddenValley","CA","38.764198","-121.162201"
"I-65(MileMarker250)","IN","39.65247","-78.04799"
"Mansfield(Rte.30;nearI-71)","OH","13.494914","144.77595"
"WestPark","FL","25.985094","-80.196808"
"Astoria(Queens)","NY","40.7719","-73.930603"
"Woodlands","TX","32.615799","-97.539398"
"Lorman","MS","31.820299","-91.050003"
"PulaskiCounty","GA","32.282066","-83.466864"
"Chocorua","NH","43.878899","-71.220299"
"Merriville","IN","38.805599","-85.170303"
"MountVernon","IL","38.317612","-88.904734"
"WestPoint","MS","33.612646","-88.650357"
"Moapa","NV","36.6758","-114.620003"
"MasonCity","IA","43.153621","-93.201042"
"Paramus","NJ","40.951915","-74.075269"
"Kittery","ME","43.088606","-70.736268"
"Philadelphia(northeastpart)","PA","37.154788","-94.486491"
"CarolineCounty","VA","38.049847","-77.346957"
"PanamaCity","AL","32.200344","-88.054574"
"Macungie","PA","40.512715","-75.549535"
"Kingston","RI","41.479983","-71.523105"
"Millville","MA","42.027589","-71.580348"
"Airville/Pequea","PA","39.832385","-76.406916"
"Ferris","TX","32.53479","-96.664928"
"Avis","PA","41.184908","-77.314796"
"KeyCenter","WA","47.340771","-122.745236"
"Verona","WI","42.991692","-89.529881"
"PortBarrington","IL","42.248815","-88.204509"
"Harrington","DE","38.923653","-75.57816"
"GardenCity","MO","38.561443","-94.186987"
"Hamilton","NJ","40.223999","-74.743202"
"Rotterdam","NY","42.786739","-73.971003"
"PortJefferson","NY","40.945139","-73.067893"
"Gray","ME","43.885262","-70.330687"
"Hebron","CT","41.658069","-72.366324"
"Corinth","NY","43.244378","-73.83166"
"Antioch","IL","42.477237","-88.095767"
"Friedens","PA","40.050223","-78.996501"
"Rileyville","PA","41.715599","-75.229698"
"Wilmont/Andover","NH","43.436627","-71.818347"
"StephensCity","VA","39.084183","-78.217387"
"WestBoylston","MA","42.369388","-71.782472"
"Mercersburg","PA","39.830146","-77.903872"
"Unknown","NJ","40.110253","-74.655514"
"Napavine","WA","46.576011","-122.911953"
"Ignacio","CO","37.119333","-107.635161"
"Charleston","OR","43.340302","-124.328903"
"Sherwood","MD","38.761398","-76.319199"
"RedHook","NY","41.995083","-73.875603"
"SouthKingston","RI","36.004237","-95.908216"
"Naples","ID","48.571098","-116.391403"
"Taveriner","FL","25.013137","-80.513101"
"Timmonsville","SC","34.134989","-79.940581"
"Effingham","SC","34.0578","-79.753304"
"Cugy(Switzerland)","","46.579596","6.634256"
"Adams","NY","43.810509","-76.023503"
"Smithfield","PA","39.80167","-79.810877"
"Lumberton","MS","31.000399","-89.449674"
"PassChristian","MS","30.311431","-89.255976"
"Norcross","GA","33.941887","-84.212177"
"Katy/Fulshear","TX","29.7845","-95.66911"
"Bodrum(Turkey)","","37.039457","27.433325"
"Dunnsville","VA","37.857498","-76.82"
"Wescosville","PA","40.56835","-75.544436"
"Kaukauna","WI","44.276396","-88.269888"
"Perry","OH","41.758072","-81.137939"
"Wildwood","FL","28.8609","-82.041792"
"SpringLake","NC","35.177486","-78.980271"
"London(Canada)","","42.984267","-81.247534"
"Townsend","DE","39.394443","-75.693741"
"ParkersCrossRoad","TN","35.021583","-85.608297"
"Eva","TN","36.064327","-88.004161"
"DeSoto","WI","43.41994","-91.194594"
"Sparta","NJ","41.03608","-74.636612"
"Belmont","NH","43.444931","-71.47524"
"Mactaquac(NewBrunswick)(Canada)","NB","45.93253","-66.88981"
"Sumner","IA","42.84748","-92.097822"
"Olds(Canada)","AB","51.795015","-114.096218"
"Jamul","CA","32.719924","-116.880228"
"Catoosa","OK","36.181086","-95.74817"
"Harpersfield","NY","42.437294","-74.684733"
"Fulton(lookingtowardRochester)","NY","43.17262","-77.63029"
"Geneva","NY","42.867972","-76.985573"
"YarmouthPort","MA","41.703306","-70.255913"
"Redbush","KY","37.939701","-82.949203"
"Longneck","DE","38.619056","-75.149427"
"Mather","PA","39.934445","-80.074423"
"BeechIsland/Jackson","SC","33.43837","-81.87024"
"Rockland","ME","44.101993","-69.110632"
"Franklin","MA","42.082434","-71.396717"
"Douglassville","PA","40.257994","-75.726359"
"Monticello","MS","31.552167","-90.105238"
"Cameron","LA","29.798063","-93.328273"
"Mercer","PA","41.226891","-80.239974"
"MountAiry","MD","39.374186","-77.157329"
"ThreePoints","AZ","32.050231","-111.328406"
"Rothesay(Canada)","NB","45.381087","-65.996784"
"SouthSeattle","WA","47.59561","-122.32745"
"Winooski","VT","44.491379","-73.186541"
"Bainbrodge","OH","41.392151","-81.338637"
"Moundsview","MN","45.108055","-93.208977"
"Johnsburg","IL","42.380306","-88.242132"
"Williamstown","VT","44.124885","-72.538868"
"Windham","NH","42.801045","-71.304171"
"SteamCorner","IN","40.042801","-87.243301"
"Cottleville","MO","38.744794","-90.652126"
"WhidbeyIsland(HolmesHarbor)","WA","48.01635","-122.329947"
"Withamsville","OH","39.064379","-84.278692"
"Wagner","SD","43.082676","-98.2942"
"Mckittrick","CA","35.296746","-119.625479"
"Mansfield","MA","42.033746","-71.213561"
"SouthLansing","MI","42.733625","-84.553927"
"Harvester","MO","38.747636","-90.583758"
"Midway","PA","39.804806","-77.005577"
"CherryGrove/MyrtleBeach","SC","33.788844","-78.753368"
"LizerneCounty","PA","41.25429","-76.1125"
"Pima","AZ","32.896229","-109.827228"
"Fillmore","CA","34.400675","-118.91376"
"Wayland","NY","42.567622","-77.591526"
"Fryeburg","ME","44.014543","-70.983398"
"Beeton(Canada)","ON","44.10456","-79.63214"
"Orefield","PA","40.634701","-75.584702"
"RainbowCity","AL","33.949204","-86.04721"
"Carlsbad/Oceanside","CA","33.195906","-117.379517"
"Courtice(Canada)","ON","43.909302","-78.795486"
"LakeLure","NC","35.415665","-82.195915"
"Tyrone","PA","40.678672","-78.246157"
"Esterhazy(Canada)","SK","50.66404","-102.0291"
"Millboro","VA","37.971718","-79.611331"
"LongValley","NJ","40.794535","-74.797325"
"Elburn","IL","41.895106","-88.472404"
"Redford","MI","42.399445","-83.298301"
"Nampa(TreasureValley)","ID","43.585322","-116.573581"
"Skovlunde(Denmark)","","55.719354","12.396233"
"Lindstrom","MN","45.390306","-92.846643"
"Finksburg","MD","39.518156","-76.913154"
"SanDiego/Tijuana","CA","32.71576","-117.16382"
"Galior(India)","","27.11348","77.9994"
"SeagroveBeach","FL","30.3183","-86.130302"
"SantaRosaBeach","FL","30.3958","-86.228897"
"Hoshiarpur(India)","","31.532852","75.902549"
"Waterdown(Canada)","ON","43.333302","-79.883301"
"CocoaBeach","NY","42.921241","-75.59655"
"PearlRiver","NY","41.061152","-74.013001"
"Nashik(India)","","20.011248","73.790236"
"Benson","NC","35.38017","-78.545731"
"Mollusk","VA","37.73","-76.5383"
"ForbesRoad","PA","40.353901","-79.521896"
"LakewoodRanch","FL","27.432217","-82.428322"
"Hastings(southof)","NE","52.099398","-106.553705"
"Hakalau","HI","19.896593","-155.12648"
"Riverside","IA","41.479906","-91.578674"
"GilaBend-Aztec","AZ","31.499535","-109.558674"
"Mona(justnorthof)","UT","39.81909","-111.85136"
"FlatRock","NC","35.272941","-82.442347"
"Cosby","TN","35.813342","-83.247429"
"Surat(India)","","21.186461","72.808128"
"Allahabad(India)","","25.43813","81.833801"
"Panchkula(HaryanaZ)(India)","","30.69754","76.855107"
"Thodupuzha(India)","","9.897515","76.714232"
"Laytonville","CA","39.687755","-123.483054"
"Bentleyville(3-5mileseastof;onI-70)","PA","34.75511","-92.26441"
"Saco","ME","43.500747","-70.443035"
"Glenelg","MD","39.264198","-76.992798"
"Albany","OH","39.226814","-82.197831"
"LibertyCounty(ruralareain)","MT","48.13323","-110.85902"
"MontereyBay","CA","34.062407","-118.127542"
"Wabash","IN","40.796788","-85.822334"
"JunoBeach","FL","26.883875","-80.059723"
"Harriman","NY","41.309734","-74.150355"
"Bellevue","ID","43.469696","-114.263292"
"Rockwood(Canada)","ON","43.490374","-81.003835"
"NorthArlington","NJ","40.788331","-74.133482"
"Luna","NM","33.817905","-108.954798"
"Harvey","LA","29.903218","-90.077571"
"Agra(India)","","27.175255","78.009816"
"Forsyth","MO","36.68524","-93.119443"
"Kealia","HI","22.098743","-159.305801"
"Kimberly","ID","42.538517","-114.364802"
"Waimanalo","HI","21.347878","-157.721343"
"Henderson/Thronton/Brighton","CO","34.7029","-91.82659"
"Ihtiman(Bulgaria)","","42.438496","23.814383"
"Roseville","MN","45.006286","-93.156598"
"BlueHill","ME","44.413915","-68.586892"
"Elko","NV","40.835734","-115.759456"
"Aubrey","TX","33.304204","-96.986282"
"Tigard(near)","OR","45.43568","-122.79659"
"SanPablo(Philippines)","","14.07005","121.325597"
"LosAngeles/SilverLake","CA","34.60757","-117.81909"
"Murfreesboro","","35.845963","-86.391449"
"Yateley","","51.341375","-0.83234"
"Tequesta","FL","26.959339","-80.084805"
"SantaCruz/Pescadero","CA","37.254138","-122.373421"
"Grangeville","ID","45.926079","-116.121267"
"Providence&Cranston","RI","41.81102","-71.43204"
"Franklinville","NJ","39.617832","-75.080795"
"FeedingHills","MA","42.0681","-72.679199"
"Waynesboro","GA","33.09004","-82.015848"
"Hatillo(PuertoRico)","","18.486381","-66.825794"
"SantaMaria/Orcutt","CA","34.901462","-120.427691"
"Potsdam(TupperLake)","NY","44.65981","-74.96716"
"Mertztown","PA","40.506106","-75.665455"
"Trinity","FL","28.175591","-82.669418"
"Ashland","MA","42.262105","-71.466632"
"Mercer","ME","44.677775","-69.934561"
"Sobieski","WI","44.720709","-88.071071"
"Gardiner","NY","41.679753","-74.150475"
"SouthOrange","NJ","40.745776","-74.258015"
"WestMifflin","PA","40.348131","-79.927029"
"HanoverPark","IL","42.004593","-88.139838"
"Humboldt(Canada)","SK","52.20189","-105.12293"
"ArroyoSeco","NM","36.51649","-105.568639"
"Granville","VT","43.985157","-72.847794"
"Berlin","VT","44.259998","-72.5933"
"Derby","KS","37.548065","-97.248009"
"FlemingIsland","FL","30.093538","-81.726132"
"Mauston","WI","43.795549","-90.072043"
"McGraw","NY","42.595643","-76.094978"
"NorthEastFlorida(Jacksonville)","FL","30.435165","-81.765495"
"Poipu","HI","21.876705","-159.464115"
"SanDiegoCounty","CA","32.71576","-117.163817"
"Grayson/Lawrencevillearea","GA","33.955","-83.988245"
"NorthSt.Paul","MN","45.01222","-92.992255"
"Pampa","TX","35.533444","-100.97188"
"Fordyce","AR","33.812863","-92.412397"
"Ravena","NY","42.468358","-73.816133"
"Trego(near)","MT","48.71246","-114.84561"
"Elmorecity","OK","34.62296","-97.396475"
"Stratham","NH","43.025399","-70.911674"
"Versailles","MO","38.426005","-92.842415"
"Aizawl","Mizoram(India)","23.741409","92.72093"
"Napanee(Canada)","ON","48.187452","-89.461932"
"SanPedroSul(Honduras)","","-24.24348","-64.87144"
"Norwood","OH","39.164165","-84.446312"
"Sellersburg","IN","38.391388","-85.755126"
"Surfside/MyrtleBeach","SC","33.608745","-78.97702"
"Pinckney","MI","42.456872","-83.946383"
"Holgate(LongBeachIsland)","NJ","39.53851","-74.25814"
"Union","KY","38.946878","-84.676331"
"NorthCincinnati","OH","39.195724","-84.538605"
"Ohio(locationnotspecified)","OH","40.9965","-81.50815"
"WhiteRock(Canada)","BC","49.80153","-119.09288"
"Ashford","CT","41.871915","-72.124128"
"Kahalu'u","HI","21.459826","-157.841235"
"Clogher(UK/England)","","54.41151","-7.17074"
"DaneCounty","WI","43.073926","-89.385244"
"RockyRiver","OH","41.466955","-81.852532"
"Flinton(Australia)","","-40.122566","148.017318"
"MiddleIsland(LongIsland)","NY","40.8129","-73.0562"
"CobbMountain","CA","39.7206","-121.815598"
"Gap","PA","39.986623","-76.017503"
"Westfield(Canada)","NS","45.557594","-62.716468"
"Oxford","PA","39.784575","-75.977267"
"Albany/Colonie","NY","42.735567","-73.86498"
"Frankfort","MI","44.633545","-86.234236"
"Franksville","WI","42.759998","-87.9133"
"Huddy","KY","37.5947","-82.275597"
"TurnersFalls","MA","42.596531","-72.55017"
"Prunedale","CA","36.80131","-121.660957"
"Arnstein(Canada)","ON","50.299999","-89.033302"
"SouthHamiltion","MA","42.61379","-70.8771"
"Kingston","NH","42.936647","-71.053387"
"Lind","WI","45.740002","-92.795303"
"Bluffdale","UT","40.489629","-111.940017"
"NorthamptonCounty(aroundRoute191)","PA","40.85045","-75.21103"
"Rockingham(Australia)","","-32.281399","115.708363"
"Lakehurst","NJ","40.011828","-74.319026"
"GrosseIle","MI","42.130726","-83.159095"
"Iowa","LA","30.236799","-93.013604"
"MorroBay","CA","35.365945","-120.850004"
"Maine(southeast)","ME","45.19858","-68.90515"
"SanDiego/PacificBeach","CA","32.79375","-117.24001"
"Placerville","CO","38.016701","-108.052803"
"Broadlands","VA","39.014041","-77.523517"
"Warsaw","OH","40.335348","-82.00679"
"Adelaide(Australia)","","-34.928634","138.599888"
"Zelionople","PA","40.792535","-80.136399"
"LakeGrove","NY","40.853065","-73.114991"
"Fredericton(20min.outside)(Canada)","NB","45.95268","-66.6235"
"Bedminster","NJ","40.680485","-74.645756"
"Seattle(WestSeattle/SeaTac)","WA","47.445256","-122.296214"
"NewYorkCity(Queens;FreshMeadows)","NY","40.73991","-73.79714"
"Bluebell","PA","40.146605","-75.27131"
"SevenDevils","NC","36.148414","-81.819909"
"RossTownship","PA","40.544616","-80.035947"
"TyndallAFB","FL","30.069567","-85.575417"
"SouthPortland","ME","43.630134","-70.292108"
"Hannibal","MO","39.704996","-91.385386"
"Tacoma(northeastof)","WA","47.30039","-122.43668"
"Huntingdon(Canada)","QC","45.08571","-74.176037"
"Winkler(Canada)","MB","49.17742","-97.93316"
"RabunCounty(unincorporated)","GA","33.31404","-82.48958"
"Sparta","KY","38.6772","-84.906767"
"Roseau(WestIndies;Dominica)","AL","15.30148","-61.38846"
"Jefferson","OH","41.738314","-80.769477"
"Zeigler","IL","37.896697","-89.055353"
"Vicksburg","MI","42.118818","-85.53095"
"GrandMananIsland(Canada)","NB","44.6422","-66.75015"
"Linfield","PA","40.209999","-75.570297"
"Nottingham","MD","39.363899","-76.452499"
"Acton(Canada)","ON","43.633301","-80.033302"
"GuatemalaCity(Guatamala)","","14.642516","-90.513138"
"Lovington","IL","39.715556","-88.634228"
"Sydenham(Canada)","ON","44.2682","-80.55896"
"Ciechanow(Poland)","","52.881408","20.611076"
"Harvest","AL","34.859625","-86.722444"
"Cayucos","CA","35.446858","-120.900331"
"Thompson","CT","41.958546","-71.86272"
"BowlingGreen","IN","39.377183","-86.99827"
"Hereford","PA","40.44852","-75.552526"
"Bridgeport/Fairfield","CT","41.179195","-73.189476"
"Anna","TX","33.351804","-96.54842"
"ChagrinFalls","OH","41.429796","-81.391714"
"CirclePines","MN","45.145027","-93.14905"
"Corfu","NY","42.960397","-78.403858"
"Pacific","WA","47.264639","-122.250227"
"BaileyIsland","ME","43.727501","-69.995598"
"Dunkirk","NY","42.481338","-79.333958"
"Willet","NY","42.469287","-75.91202"
"MissourriCity","TX","29.596162","-95.526747"
"SaintIgnatius","MT","47.316899","-114.097098"
"Lane","OK","34.298837","-95.988024"
"Landisville","PA","40.095627","-76.411315"
"Deerfield","IL","42.167311","-87.845735"
"LakeDallas","TX","33.126322","-97.03004"
"Dallas","PA","41.335452","-75.962436"
"Riga(Latvia)","","56.949398","24.105185"
"NorthKingsville","OH","41.90674","-80.688676"
"SeeleyLake","MO","47.12188","-113.23465"
"MissionHill","SD","42.921216","-97.278928"
"Wheeling","WV","40.063948","-80.722002"
"Fulton","IL","41.863731","-90.157866"
"Ashland(westof;HanoverCounty)","VA","37.758878","-77.479954"
"EdenRoc/BigIsland","HI","40.35815","-74.96016"
"MountAngel","OR","45.067552","-122.799549"
"Jacksonvile","FL","30.325968","-81.65676"
"PrinceGeorgeCounty","VA","37.220745","-77.288834"
"Cohoes","NY","42.773015","-73.697857"
"Heyworth","","40.315209","-88.980102"
"OsceolaMills","PA","40.851868","-78.269469"
"Hampton/Rye","NH","42.939429","-70.829699"
"Pevely/Arnold(between)","MO","38.73037","-92.25801"
"Pentang(Canada)","ON","44.39697","-79.68114"
"Mt.Lebanon/Pittsburgh","PA","40.773823","-82.364928"
"GasCity","IN","40.487875","-85.615183"
"Nolensville","TN","35.964402","-86.675535"
"Cairo(Giza)(Egypt)","","30.09647","31.32611"
"Houlton","ME","46.124244","-67.839804"
"Wyndmoor","PA","40.081184","-75.190058"
"Albrightsville","PA","41.011108","-75.599933"
"WoodCross","UT","38.677157","-90.495218"
"Ontario","NY","43.220915","-77.283341"
"Womelsdorf","PA","40.36407","-76.18898"
"Menomonie","WI","44.876467","-91.929799"
"Cayucoc","CA","35.446858","-120.900331"
"Deale","MD","38.78122","-76.553403"
"Newcomersotown","OH","40.275556","-81.604466"
"Gilbertville","MA","42.3125","-72.208298"
"Stocktonontees(UK/England","","54.56621","-1.28981"
"Bridgman","MI","41.94355","-86.555068"
"Houghton","MI","47.121239","-88.564482"
"Wedowee","AL","33.309426","-85.483791"
"IndianShores","FL","27.860196","-82.847443"
"Okauchee","WI","43.113539","-88.437303"
"LakeShasta","CA","36.020802","-121.5494"
"Macherio(Italy)","","45.637638","9.264118"
"Porter","TX","30.1022","-95.229401"
"HanaleiBeach","HI","22.21293","-159.49634"
"Germantown","WI","43.228265","-88.105133"
"Lynbrook(LongIsland)","NY","40.75819","-73.34246"
"Murrysville","PA","40.428125","-79.690494"
"Hamburg","PA","40.555441","-75.981642"
"Greytown(NewZealand)","","-41.07963","175.460703"
"Pala","CA","33.365299","-117.075798"
"BeachHavenTerrace","NJ","39.586102","-74.2239"
"FremontCounty","CO","38.442184","-105.23489"
"BowlingGreen","FL","27.638495","-81.830106"
"WestHaven","UT","41.198001","-112.064313"
"MolegaNorth(Canada)","NS","46.21029","-60.25577"
"Towanda","IL","40.562107","-88.89936"
"Albuera(Philippines)","","10.918039","124.695947"
"Selleck","WA","47.375801","-121.867203"
"ElkCounty","KS","37.468029","-96.254644"
"ShadySide","MD","38.838223","-76.515423"
"Kahlotus","WA","46.645107","-118.553782"
"Wilbraham","MA","42.127649","-72.431448"
"LosAlamitos/Cypress","CA","33.803318","-118.071812"
"Stanardsville","VA","38.297483","-78.437302"
"Sandy/Draper","UT","40.52505","-111.864203"
"Gainsvile","FL","29.651958","-82.325024"
"Bhuj(India)","","23.247245","69.668339"
"RidgeMountainElkins","WV","38.923814","-79.844297"
"Dayton","NJ","40.378996","-74.514423"
"Groton","MA","42.608095","-71.571147"
"LoneGrove","TX","30.8125","-98.575302"
"Arcadia","IA","42.087452","-95.043174"
"PoconoLake","PA","41.105301","-75.476402"
"PiscataquisCo.(T9R11WELS)","ME","45.47052","-69.59168"
